Date,Open,Low,Low,Close,Volume
3/12/14,18.32,18.558,18.1805,18.532,44332000
3/13/14,18.831,19.1555,18.404,18.5755,136580000
3/14/14,18.64,18.9285,18.5775,18.687,88044000
3/17/14,18.786,18.9425,18.744,18.752,46060000
3/18/14,18.866,18.95,18.75,18.9385,49670000
3/19/14,18.9385,18.95,18.471,18.6615,52934000
3/20/14,18.532,18.65,18.311,18.4485,51170000
3/21/14,18.55,18.642,17.92,18.031,108282000
3/24/14,18.0045,18.075,17.43,17.5925,97470000
3/25/14,17.7015,17.9485,17.442,17.7355,88914000
3/26/14,17.8565,17.88,17.17,17.1705,82414000
3/27/14,17.1575,17.2,16.544,16.9235,115328000
3/28/14,17.0025,17.35,16.804,16.9145,79736000
3/31/14,17.12,17.3145,16.703,16.8185,85950000
4/1/14,16.9045,17.2215,16.9,17.1495,72002000
4/2/14,17.2995,17.415,17.019,17.098,89510000
4/3/14,17.091,17.125,16.423,16.681,127986000
4/4/14,16.7575,16.772,15.7805,16.15,250692000
4/7/14,16.0495,16.247,15.6565,15.888,141548000
4/8/14,16.094,16.4,15.922,16.3535,131552000
4/9/14,16.4235,16.609,16.125,16.5905,101132000
4/10/14,16.53,16.55,15.825,15.8555,122534000
4/11/14,15.7,15.825,15.475,15.5865,145750000
4/14/14,15.8835,16.024,15.564,15.7955,85870000
4/15/14,15.835,15.914,15.275,15.804,107972000
4/16/14,16.0585,16.2,15.7355,16.184,85698000
4/17/14,15.988,16.433,15.988,16.2455,85984000
4/21/14,16.1985,16.5575,16.1155,16.5435,59988000
4/22/14,16.6,16.875,16.447,16.466,74232000
4/23/14,16.653,16.6565,16.1695,16.229,72092000
4/24/14,16.4835,16.87,16.1475,16.8575,185874000
4/25/14,15.8125,15.8245,15.1355,15.1915,323604000
4/28/14,15.2,15.2195,14.4,14.829,289596000
4/29/14,14.822,15.092,14.5225,15.019,130186000
4/30/14,14.905,15.228,14.905,15.2065,81772000
5/1/14,15.2065,15.524,15.2,15.3945,86572000
5/2/14,15.521,15.6645,15.2155,15.4005,79902000
5/5/14,15.3185,15.5115,15.25,15.5025,50398000
5/6/14,15.4765,15.4905,14.852,14.869,93646000
5/7/14,14.778,14.82,14.334,14.6355,140304000
5/8/14,14.541,14.794,14.3615,14.416,76964000
5/9/14,14.5285,14.684,14.219,14.612,81260000
5/12/14,14.715,15.167,14.708,15.143,74592000
5/13/14,15.13,15.28,15.0375,15.232,70198000
5/14/14,15.125,15.232,14.833,14.881,66466000
5/15/14,14.901,14.96,14.519,14.7595,85902000
5/16/14,14.64,14.944,14.5775,14.885,72736000
5/19/14,14.788,14.95,14.6905,14.838,45684000
5/20/14,14.855,15.223,14.8375,15.0595,81914000
5/21/14,15.1105,15.298,15.076,15.2505,68176000
5/22/14,15.2525,15.427,15.1505,15.2455,51536000
5/23/14,15.273,15.6175,15.245,15.612,61058000
5/27/14,15.7205,15.7315,15.369,15.541,97242000
5/28/14,15.475,15.691,15.371,15.508,54520000
5/29/14,15.521,15.7435,15.51,15.689,47310000
5/30/14,15.7215,15.7325,15.3785,15.6275,85204000
6/2/14,15.6295,15.63,15.35,15.442,44068000
6/3/14,15.2875,15.396,15.2535,15.3595,47584000
6/4/14,15.3425,15.475,15.192,15.339,42142000
6/5/14,15.405,16.397,15.345,16.1785,155934000
6/6/14,16.25,16.544,16.2465,16.4835,104880000
6/9/14,16.5785,16.65,16.2825,16.375,64244000
6/10/14,16.3825,16.775,16.375,16.6205,73268000
6/11/14,16.8,17.036,16.694,16.76,88736000
6/12/14,16.7775,16.7775,16.233,16.2955,85526000
6/13/14,16.3525,16.465,16.1765,16.3135,55296000
6/16/14,16.243,16.4345,16.176,16.381,48996000
6/17/14,16.377,16.567,16.2615,16.281,58482000
6/18/14,16.4,16.7875,16.25,16.719,128030000
6/19/14,16.763,16.945,16.299,16.35,106412000
6/20/14,16.388,16.411,16.021,16.21,121080000
6/23/14,16.1665,16.3775,16.0705,16.362,52096000
6/24/14,16.377,16.4865,16.137,16.208,52532000
6/25/14,16.2165,16.4075,16.087,16.372,46556000
6/26/14,16.4245,16.4325,16.1065,16.2845,53990000
6/27/14,16.294,16.326,16.1635,16.2285,48324000
6/30/14,16.249,16.349,16.112,16.239,53426000
7/1/14,16.293,16.66,16.255,16.6195,63472000
7/2/14,16.66,16.838,16.583,16.6425,53626000
7/3/14,16.7415,16.915,16.654,16.8745,38886000
7/7/14,16.875,16.8775,16.626,16.6775,42578000
7/8/14,16.655,16.687,16.07,16.1905,85432000
7/9/14,16.2355,16.51,16.1575,16.4985,63322000
7/10/14,16.217,16.499,16.1325,16.396,53300000
7/11/14,16.7355,17.35,16.7355,17.31,166016000
7/14/14,17.3515,17.7885,17.268,17.766,112198000
7/15/14,17.686,17.7795,17.47,17.722,83418000
7/16/14,17.781,17.966,17.65,17.795,70072000
7/17/14,17.672,17.848,17.569,17.6225,72720000
7/18/14,17.72,17.984,17.604,17.933,68148000
7/21/14,17.905,18.0855,17.836,17.988,45568000
7/22/14,17.7625,18.1465,17.7625,18.042,57778000
7/23/14,17.9525,18.0315,17.831,17.907,53746000
7/24/14,17.999,18.2425,17.926,17.9305,141774000
7/25/14,15.865,16.2435,15.738,16.2005,356930000
7/28/14,16.2125,16.241,15.825,16.0205,118640000
7/29/14,16.099,16.145,15.975,16,57676000
7/30/14,16.0725,16.1365,15.925,16.1255,79380000
7/31/14,16.0005,16.034,15.593,15.6495,103840000
8/1/14,15.6845,15.7915,15.2295,15.353,148830000
8/4/14,15.442,15.809,15.425,15.6825,84018000
8/5/14,15.665,15.7275,15.503,15.616,57042000
8/6/14,15.5415,15.789,15.51,15.6945,45938000
8/7/14,15.7605,15.794,15.4825,15.5725,58712000
8/8/14,15.597,15.866,15.533,15.84,54118000
8/11/14,15.924,16.019,15.844,15.9165,49372000
8/12/14,15.9445,16.0655,15.8475,15.966,38316000
8/13/14,16.38,16.586,16.307,16.314,98782000
8/14/14,16.39,16.7045,16.3355,16.6605,68408000
8/15/14,16.7,16.75,16.416,16.6815,77934000
8/18/14,16.774,16.89,16.6885,16.7265,49708000
8/19/14,16.7435,16.7905,16.6505,16.7565,34276000
8/20/14,16.734,16.858,16.701,16.789,36210000
8/21/14,16.824,16.829,16.6115,16.6455,39422000
8/22/14,16.6495,16.704,16.54,16.5795,44224000
8/25/14,16.6605,16.8385,16.6355,16.701,39154000
8/26/14,16.85,17.218,16.7275,17.0915,73094000
8/27/14,17.1045,17.3335,17.067,17.159,59232000
8/28/14,17,17.0895,16.94,17.001,45054000
8/29/14,17.088,17.091,16.884,16.952,38790000
9/2/14,16.999,17.125,16.858,17.119,46520000
9/3/14,17.127,17.1635,16.8775,16.95,39874000
9/4/14,17.1845,17.469,17.179,17.2975,79312000
9/5/14,17.315,17.3415,17.125,17.319,42140000
9/8/14,17.227,17.2905,16.952,17.117,59106000
9/9/14,17.0805,17.088,16.459,16.4875,92936000
9/10/14,16.715,16.749,16.441,16.5665,75948000
9/11/14,16.497,16.6505,16.3195,16.526,54404000
9/12/14,16.478,16.6445,16.4395,16.5595,68586000
9/15/14,16.5455,16.5665,15.95,16.1945,80008000
9/16/14,16.0535,16.474,16.005,16.388,65198000
9/17/14,16.388,16.4,16.076,16.2,82720000
9/18/14,16.272,16.355,16.1855,16.25,51538000
9/19/14,16.38,16.638,16.2785,16.566,137724000
9/22/14,16.4245,16.4745,16.053,16.225,62194000
9/23/14,16.123,16.38,16.0625,16.1815,47052000
9/24/14,16.2085,16.472,15.978,16.4105,52844000
9/25/14,16.3995,16.427,16.07,16.0965,58576000
9/26/14,16.03,16.175,15.882,16.1605,72760000
9/29/14,16.025,16.1875,15.95,16.091,38492000
9/30/14,16.068,16.1715,15.9255,16.122,52724000
10/1/14,16.102,16.1085,15.7775,15.873,61782000
10/2/14,15.846,15.9265,15.5655,15.9205,71078000
10/3/14,16.018,16.258,15.9765,16.137,60748000
10/6/14,16.175,16.2065,15.98,16.11,45806000
10/7/14,15.9715,16.1,15.8335,15.849,47308000
10/8/14,15.829,16.2055,15.707,16.135,69056000
10/9/14,16.0745,16.1135,15.726,15.7685,71758000
10/10/14,15.701,15.8885,15.569,15.5695,73638000
10/13/14,15.4935,15.66,15.1735,15.3225,87278000
10/14/14,15.4,15.612,15.2875,15.4155,67716000
10/15/14,15.2175,15.395,14.955,15.2985,106878000
10/16/14,14.6915,15.341,14.6915,15.143,94626000
10/17/14,15.3575,15.46,15.136,15.182,88102000
10/20/14,15.1475,15.3265,15.101,15.3105,64690000
10/21/14,15.495,15.782,15.3535,15.7665,71186000
10/22/14,15.7715,15.949,15.632,15.6485,62518000
10/23/14,15.67,15.84,15.57,15.659,180764000
10/24/14,14.22,14.6905,14.2,14.353,396022000
10/27/14,14.285,14.521,14.251,14.4985,119012000
10/28/14,14.488,14.9,14.488,14.7795,111452000
10/29/14,14.9555,14.9805,14.6535,14.706,97638000
10/30/14,14.699,14.987,14.618,14.9535,81104000
10/31/14,15.2575,15.286,15.075,15.273,91014000
11/3/14,15.312,15.4005,15.162,15.286,64850000
11/4/14,15.1995,15.2125,15.0085,15.1405,68548000
11/5/14,15.1505,15.2,14.708,14.826,93490000
11/6/14,14.8345,14.85,14.6145,14.832,75162000
11/7/14,14.891,14.9995,14.8145,14.993,52948000
11/10/14,15,15.29,15,15.2555,56182000
11/11/14,15.297,15.619,15.1825,15.6005,76072000
11/12/14,15.5375,15.629,15.4395,15.5755,43660000
11/13/14,15.6,15.8945,15.5755,15.824,73728000
11/14/14,15.856,16.644,15.82,16.391,177556000
11/17/14,16.322,16.4,15.9015,16.1525,95698000
11/18/14,16.1995,16.478,16.1625,16.2465,70990000
11/19/14,16.3625,16.42,16.201,16.327,65632000
11/20/14,16.2,16.6335,16.1665,16.527,68734000
11/21/14,16.771,16.9165,16.5735,16.6315,89332000
11/24/14,16.739,16.8695,16.68,16.782,55084000
11/25/14,16.7635,16.8165,16.564,16.752,51300000
11/26/14,16.689,16.7325,16.5875,16.6785,39672000
11/28/14,16.8015,17.063,16.8015,16.932,61036000
12/1/14,16.906,17.032,16.2965,16.3,98898000
12/2/14,16.375,16.3965,16.1625,16.3155,55806000
12/3/14,16.2865,16.3385,15.718,15.825,113620000
12/4/14,15.7765,15.9295,15.6735,15.8465,65806000
12/5/14,15.84,15.8465,15.542,15.6315,65304000
12/8/14,15.5785,15.828,15.241,15.332,72784000
12/9/14,15.1495,15.682,15.057,15.625,80990000
12/10/14,15.6,15.6595,15.234,15.292,64918000
12/11/14,15.3945,15.632,15.3005,15.368,65258000
12/12/14,15.1995,15.532,15.1505,15.366,63070000
12/15/14,15.4435,15.543,15.1075,15.3035,76832000
12/16/14,15.2175,15.2245,14.7505,14.753,130026000
12/17/14,14.8185,14.9835,14.6515,14.944,88670000
12/18/14,15.2005,15.225,14.6625,14.8865,154762000
12/19/14,14.8455,15.077,14.776,14.995,174182000
12/22/14,15.097,15.368,15.097,15.327,80076000
12/23/14,15.349,15.3745,15.1625,15.3145,54274000
12/24/14,15.319,15.35,15.144,15.1515,30276000
12/26/14,15.25,15.539,15.1905,15.4545,57876000
12/29/14,15.3925,15.7135,15.329,15.602,60180000
12/30/14,15.4955,15.697,15.467,15.515,41860000
12/31/14,15.5775,15.649,15.5005,15.5175,40960000
1/2/15,15.629,15.7375,15.348,15.426,55664000
1/5/15,15.3505,15.419,15.0425,15.1095,55484000
1/6/15,15.112,15.15,14.619,14.7645,70380000
1/7/15,14.875,15.064,14.7665,14.921,52806000
1/8/15,15.016,15.157,14.8055,15.023,61768000
1/9/15,15.074,15.1435,14.834,14.8465,51848000
1/12/15,14.878,14.9255,14.464,14.5705,68428000
1/13/15,14.874,15.075,14.6615,14.737,82728000
1/14/15,14.5965,14.7955,14.325,14.6635,110774000
1/15/15,14.7,14.8,14.341,14.3475,88384000
1/16/15,14.314,14.5395,14.2625,14.537,69564000
1/20/15,14.6295,14.668,14.3195,14.472,61502000
1/21/15,14.482,15.3,14.363,14.8625,201302000
1/22/15,15,15.6125,15,15.516,107252000
1/23/15,15.404,15.8465,15.386,15.6195,89928000
1/26/15,15.591,15.65,15.376,15.483,63394000
1/27/15,15.315,15.512,15.1315,15.3375,58406000
1/28/15,15.4905,15.5755,15.19,15.1955,61276000
1/29/15,15.2365,15.64,14.9665,15.589,173132000
1/30/15,17.316,17.975,17.037,17.7265,477122000
2/2/15,17.5025,18.25,17.5005,18.2235,204638000
2/3/15,18.0145,18.391,18.0105,18.1775,124252000
2/4/15,17.919,18.375,17.9115,18.2375,83398000
2/5/15,18.3,18.94,18.295,18.6945,144952000
2/6/15,18.7435,18.7995,18.5505,18.714,77848000
2/9/15,18.55,18.7205,18.36,18.528,54492000
2/10/15,18.5595,18.715,18.4255,18.65,45744000
2/11/15,18.5615,18.855,18.555,18.757,55730000
2/12/15,18.755,18.9255,18.6575,18.8585,55822000
2/13/15,18.9205,19.15,18.8505,19.0915,69502000
2/17/15,18.886,18.9995,18.6335,18.7715,73464000
2/18/15,18.689,18.837,18.6425,18.6685,53012000
2/19/15,18.6745,19.094,18.6715,18.95,59076000
2/20/15,18.931,19.185,18.792,19.183,65160000
2/23/15,19.172,19.227,18.9,19.007,43540000
2/24/15,18.9325,19.024,18.808,18.9295,38416000
2/25/15,18.8635,19.3925,18.827,19.2685,63490000
2/26/15,19.2035,19.4685,19.164,19.24,53742000
2/27/15,19.2,19.2995,18.9895,19.008,50646000
3/2/15,19.0425,19.295,18.974,19.283,42784000
3/3/15,19.1975,19.305,19.08,19.2305,38930000
3/4/15,19.2855,19.395,19.1095,19.136,45182000
3/5/15,19.2805,19.421,19.1945,19.3915,53870000
3/6/15,19.276,19.35,18.944,19.0045,52540000
3/9/15,18.92,18.9665,18.764,18.928,46228000
3/10/15,18.8725,18.8885,18.459,18.4755,62420000
3/11/15,18.5305,18.6675,18.313,18.3185,49902000
3/12/15,18.441,18.775,18.376,18.712,56200000
3/13/15,18.576,18.6995,18.334,18.529,52234000
3/16/15,18.519,18.697,18.336,18.6675,47082000
3/17/15,18.5555,18.725,18.482,18.596,40740000
3/18/15,18.4985,18.7995,18.335,18.757,53082000
3/19/15,18.6935,18.8555,18.6095,18.662,38314000
3/20/15,18.8145,18.9685,18.796,18.9245,75272000
3/23/15,18.9035,19.0885,18.747,18.7555,44786000
3/24/15,18.6995,18.762,18.6135,18.7045,44564000
3/25/15,18.7585,19.025,18.5145,18.548,68590000
3/26/15,18.4795,18.57,18.2825,18.3675,58600000
3/27/15,18.3555,18.6585,18.3285,18.528,52196000
3/30/15,18.5935,18.806,18.5775,18.7295,36418000
3/31/15,18.662,18.885,18.5755,18.605,50122000
4/1/15,18.605,18.658,18.417,18.513,49162000
4/2/15,18.525,18.664,18.45,18.6125,37506000
4/6/15,18.505,19.01,18.468,18.852,61014000
4/7/15,18.8075,18.9655,18.7015,18.7205,39098000
4/8/15,18.733,19.079,18.7325,19.06,52728000
4/9/15,19.033,19.221,18.94,19.177,47846000
4/10/15,19.2155,19.356,19.066,19.1325,51470000
4/13/15,19.1765,19.264,19.007,19.118,37890000
4/14/15,19.1755,19.3905,19.0605,19.2555,51672000
4/15/15,19.2325,19.289,19.082,19.1725,38664000
4/16/15,19.1845,19.3725,19.1775,19.302,41608000
4/17/15,19.1315,19.178,18.72,18.778,76794000
4/20/15,18.9275,19.597,18.85,19.4755,100322000
4/21/15,19.5655,19.73,19.34,19.559,92870000
4/22/15,19.5955,19.714,19.4,19.49,69494000
4/23/15,19.5105,19.594,19.3075,19.4995,159600000
4/24/15,21.95,22.6325,21.95,22.255,343538000
4/27/15,22.193,22.3495,21.8705,21.928,108618000
4/28/15,21.9255,21.95,21.402,21.4655,82810000
4/29/15,21.3375,21.712,21.3015,21.4685,72434000
4/30/15,21.3555,21.5875,20.962,21.089,72958000
5/1/15,21.191,21.282,20.8,21.1435,71316000
5/4/15,21.24,21.4885,21.121,21.152,45408000
5/5/15,21.1425,21.3755,21.051,21.0595,57128000
5/6/15,21.0715,21.136,20.7275,20.955,51050000
5/7/15,21.2075,21.425,21.1425,21.344,55322000
5/8/15,21.5375,21.76,21.5085,21.6845,58176000
5/11/15,21.6255,21.95,21.5685,21.6425,47874000
5/12/15,21.554,21.6625,21.3355,21.551,38956000
5/13/15,21.499,21.6765,21.29,21.3435,39926000
5/14/15,21.4725,21.65,21.3505,21.614,37770000
5/15/15,21.4,21.52,21.215,21.3,84806000
5/18/15,21.3,21.3635,21.073,21.262,47804000
5/19/15,21.2435,21.412,21.0315,21.0855,49284000
5/20/15,21.03,21.355,20.918,21.193,43924000
5/21/15,21.4,21.845,21.4,21.5815,82428000
5/22/15,21.5775,21.622,21.3805,21.3815,40412000
5/26/15,21.31,21.35,21.1,21.2735,44884000
5/27/15,21.3725,21.5925,21.2505,21.571,44622000
5/28/15,21.4855,21.5675,21.2735,21.3285,38248000
5/29/15,21.3615,21.625,21.3615,21.4615,60322000
6/1/15,21.52,21.658,21.31,21.546,45066000
6/2/15,21.5035,21.6615,21.3125,21.5495,33378000
6/3/15,21.72,21.9195,21.6375,21.8295,54558000
6/4/15,21.72,21.838,21.463,21.539,50216000
6/5/15,21.483,21.54,21.325,21.3475,38158000
6/8/15,21.281,21.34,21.0715,21.175,43450000
6/9/15,21.148,21.3745,20.957,21.274,45774000
6/10/15,21.323,21.61,21.283,21.5385,43446000
6/11/15,21.6145,21.9445,21.5735,21.6485,58450000
6/12/15,21.5625,21.618,21.413,21.496,41088000
6/15/15,21.383,21.4025,21.132,21.1835,41020000
6/16/15,21.2075,21.3985,21.1335,21.363,45928000
6/17/15,21.418,21.5675,21.2375,21.3905,43718000
6/18/15,21.515,21.9865,21.4705,21.9695,67568000
6/19/15,22.013,22.2495,21.662,21.746,89902000
6/22/15,21.85,21.962,21.709,21.8145,36472000
6/23/15,21.7795,22.352,21.6845,22.2995,64900000
6/24/15,22.2485,22.3235,22.0115,22.042,52416000
6/25/15,21.9035,22.1735,21.8195,22.005,44750000
6/26/15,22.088,22.1745,21.753,21.905,52490000
6/29/15,21.749,21.85,21.45,21.493,55064000
6/30/15,21.71,21.7785,21.523,21.7045,51938000
7/1/15,21.9675,22,21.779,21.8695,39742000
7/2/15,21.85,21.91,21.674,21.8855,26868000
7/6/15,21.7615,21.9865,21.676,21.802,38064000
7/7/15,21.784,21.8865,21.2785,21.836,69084000
7/8/15,21.7175,21.7995,21.4415,21.485,47662000
7/9/15,21.745,21.936,21.7075,21.7195,45428000
7/10/15,22.0245,22.236,21.95,22.1755,48020000
7/13/15,22.4145,22.8935,22.377,22.7785,79136000
7/14/15,23.116,23.48,22.908,23.2785,94724000
7/15/15,23.152,23.235,23.01,23.0595,59748000
7/16/15,23.275,23.794,23.24,23.774,81912000
7/17/15,23.885,24.271,23.8625,24.1505,98644000
7/20/15,24.6285,24.66,24.27,24.405,95050000
7/21/15,24.395,24.444,24.1275,24.4,63636000
7/22/15,24.2995,24.625,24.245,24.4135,62298000
7/23/15,24.583,24.583,23.785,24.109,187488000
7/24/15,28.9495,29.0285,26.4675,26.471,438188000
7/27/15,26.3875,27.2475,26.33,26.5705,149820000
7/28/15,26.8,26.8195,26.156,26.3015,105462000
7/29/15,26.546,26.6485,26.251,26.45,75052000
7/30/15,26.3825,26.96,26.2145,26.838,74862000
7/31/15,26.9545,27.142,26.726,26.8075,60512000
8/3/15,26.8725,27.022,26.468,26.7515,60284000
8/4/15,26.4845,26.8475,26.458,26.595,58692000
8/5/15,26.94,26.957,26.706,26.8505,57788000
8/6/15,26.965,27.137,26.376,26.473,76410000
8/7/15,26.458,26.473,25.9105,26.131,79384000
8/10/15,26.426,26.614,26.15,26.2,52318000
8/11/15,26.1825,26.449,26.1,26.373,53532000
8/12/15,26.1875,26.375,25.653,26.2955,79246000
8/13/15,26.3685,26.733,26.2745,26.483,57904000
8/14/15,26.4125,26.7055,26.4125,26.576,39896000
8/17/15,26.5645,26.937,26.356,26.761,51634000
8/18/15,26.752,26.9745,26.65,26.751,41426000
8/19/15,26.687,26.8625,26.45,26.646,46480000
8/20/15,26.5195,26.6625,25.7885,25.789,88160000
8/21/15,25.368,25.6165,24.7235,24.7235,134130000
8/24/15,23.179,23.829,22.55,23.1685,201952000
8/25/15,24.3745,24.472,23.3125,23.3185,113586000
8/26/15,24.201,25.186,23.938,25.0385,127172000
8/27/15,25.6855,26.1345,25.363,25.9185,122290000
8/28/15,25.875,26.075,25.652,25.9005,54934000
8/31/15,25.822,25.9705,25.4535,25.6445,60046000
9/1/15,24.957,25.5,24.6715,24.827,77290000
9/2/15,25.2545,25.543,24.886,25.5275,74142000
9/3/15,25.725,25.792,25.1285,25.236,62994000
9/4/15,24.8825,25.1425,24.782,24.95,53850000
9/8/15,25.4345,25.9175,25.4255,25.877,76214000
9/9/15,26.2,26.4975,25.753,25.8445,87414000
9/10/15,25.7575,26.3065,25.739,26.112,51520000
9/11/15,26.0535,26.472,26.0305,26.472,64558000
9/14/15,26.472,26.6225,25.929,26.069,62604000
9/15/15,26.1625,26.396,25.86,26.1185,57318000
9/16/15,26.099,26.415,25.926,26.3695,45056000
9/17/15,26.349,27.3485,26.3285,26.9435,83390000
9/18/15,26.731,27.312,26.5675,27.013,123202000
9/21/15,27.2165,27.489,26.9795,27.4195,65666000
9/22/15,26.9855,27.1775,26.633,26.92,76834000
9/23/15,26.915,27.0605,26.7,26.8035,44752000
9/24/15,26.5275,26.728,26.1435,26.6875,70020000
9/25/15,27.1285,27.14,26.07,26.2125,80620000
9/28/15,26.001,26.014,24.7165,25.203,108690000
9/29/15,25.3,25.574,24.525,24.8035,89150000
9/30/15,25.272,25.64,25.0835,25.5945,80094000
10/1/15,25.55,26.04,25.3,26.036,75370000
10/2/15,25.6495,26.63,25.405,26.627,91956000
10/5/15,26.8495,27.2955,26.8,27.184,67828000
10/6/15,27.275,27.575,26.6665,26.874,90056000
10/7/15,27.0895,27.1,26.45,27.097,76242000
10/8/15,26.8355,26.9695,25.9945,26.658,93528000
10/9/15,26.724,27.0895,26.5135,26.99,70748000
10/12/15,26.998,27.541,26.99,27.5095,55522000
10/13/15,27.313,27.66,27.155,27.445,58760000
10/14/15,27.567,27.6125,26.984,27.2415,71642000
10/15/15,27.3875,28.15,27.35,28.122,98740000
10/16/15,28.2635,28.547,28.0155,28.538,86316000
10/19/15,28.538,28.95,28.369,28.6575,87508000
10/20/15,28.6,28.65,27.764,28.044,86924000
10/21/15,28.1935,28.2625,27.626,27.7885,66872000
10/22/15,28.135,28.4575,27.8335,28.1955,155588000
10/23/15,30.884,30.9725,29.768,29.9515,213854000
10/26/15,30.115,30.4925,29.8145,30.4305,85394000
10/27/15,30.43,30.7355,30.2765,30.5505,75742000
10/28/15,30.615,30.8615,30.475,30.855,78524000
10/29/15,30.885,31.377,30.7695,31.3275,77920000
10/30/15,31.3005,31.536,31.264,31.295,77488000
11/2/15,31.3565,31.4315,31.0205,31.4175,56330000
11/3/15,31.4765,31.4945,31.1,31.2655,64938000
11/4/15,31.388,32.2965,31.3675,32.0475,96810000
11/5/15,32.355,32.85,32.1545,32.7825,94476000
11/6/15,32.75,33.113,32.6,32.9685,81844000
11/9/15,32.9325,33.098,32.3925,32.7745,80976000
11/10/15,32.5505,33,32.363,32.984,69790000
11/11/15,33.1625,33.798,33.1625,33.6625,107746000
11/12/15,33.65,33.782,33.211,33.28,85694000
11/13/15,33.1785,33.35,32.0225,32.1175,125222000
11/16/15,32.046,32.4995,31.1145,32.3905,148718000
11/17/15,32.5325,32.6625,32.05,32.165,86404000
11/18/15,32.3255,33.244,32.3185,33.177,89396000
11/19/15,33.2495,33.643,32.95,33.0635,94104000
11/20/15,33.397,33.4435,32.8785,33.4225,77922000
11/23/15,33.575,34.1385,33.506,33.9495,87702000
11/24/15,33.707,33.79,33.0605,33.5575,90868000
11/25/15,33.75,33.985,33.562,33.767,53958000
11/27/15,34.04,34.0495,33.605,33.663,39336000
11/30/15,33.795,34.0645,33.23,33.24,113864000
12/1/15,33.6875,34.05,33.393,33.953,95024000
12/2/15,34.05,34.241,33.7125,33.8005,85470000
12/3/15,33.972,34.1395,33.074,33.3125,101294000
12/4/15,33.3,33.739,33.07,33.632,90696000
12/7/15,33.737,33.773,33.025,33.4915,74656000
12/8/15,33.1565,33.9995,32.9895,33.8665,73038000
12/9/15,33.9,33.95,32.784,33.2395,103164000
12/10/15,33.2795,33.4265,32.978,33.116,69110000
12/11/15,32.5615,32.894,31.981,32.0075,109488000
12/14/15,32.0875,32.9295,31.7635,32.8955,86594000
12/15/15,33.2515,33.575,32.8675,32.932,95068000
12/16/15,33.178,33.8675,32.966,33.7885,79290000
12/17/15,34,34.125,33.5325,33.5325,73632000
12/18/15,33.4325,33.842,33.2065,33.207,136826000
12/21/15,33.425,33.495,32.9465,33.2255,65018000
12/22/15,33.3415,33.4245,32.963,33.1575,53356000
12/23/15,33.325,33.33,32.8315,33.185,54458000
12/24/15,33.1675,33.234,33.03,33.1395,21824000
